COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,GRADESPAN,SUPERINTENDENT,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER
05,BURLINGTON,0380,BEVERLY CITY,PK-08,MS. GIACOBBE,601 BENTLEY AVE.,BEVERLY NJ 08010,(609)387-2200,EGIACOBBE@BEVERLYCITYSCHOOL.ORG,http://www.beverlycityschool.org/,,
05,BURLINGTON,0475,BORDENTOWN REGIONAL,PK-12,DR. FORSTHOFFER,318 WARD AVENUE,BORDENTOWN NJ 08505,(609)298-0025,EFORSTHOFFER@BORDENTOWN.K12.NJ.US,https://www.bordentown.k12.nj.us/,https://www.facebook.com/Bordentown-Regional-School-District-2208696612498045/,
05,BURLINGTON,0600,BURLINGTON CITY,PK-12,DR. DOLOUGHTY,550 HIGH STREET,BURLINGTON NJ 08016,(609)387-5874,PDOLOUGHTY@BURLINGTON-NJ.NET,http://www.burlington-nj.net,http://www.burlington-nj.net,
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,PK-12,DR. NAGY,20 PIONEER BLVD.,WESTAMPTON NJ 08060-3824,(609)261-5600 Ext. 2200,CNAGY@BURLCOSCHOOLS.ORG,https://www.burlcoschools.org/,https://www.facebook.com/Burlington-County-Special-Services-School-District-166534796725647/,https://twitter.com/@BCSSSDtweets
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,09-12,DR. NAGY,2 ACADEMY DRIVE,WESTAMPTON NJ 08060-3826,(609)267-4226,CNAGY@BURLCOSCHOOLS.ORG,https://www.bcit.cc,https://www.facebook.com/Burlington-County-Institute-of-Technology-194099172381/,https://twitter.com/BCITtweets
05,BURLINGTON,0620,BURLINGTON TWP,PK-12,MRS. BELL,710 JACKSONVILLE ROAD,BURLINGTON NJ 08016,(609)387-3955 Ext. 2057,MBELL@BURLTWPSCH.ORG,http://www.burltwpsch.org/,https://www.facebook.com/BurlTwpSch/,https://twitter.com/BurlTwpSchools
05,BURLINGTON,0830,CHESTERFIELD TWP,PK-06,MR. HEINO,30 SADDLE WAY,CHESTERFIELD NJ 08515,(609)298-6900 Ext. 1229,SHEINO@CHESTERFIELDSCHOOL.COM,http://www.chesterfieldschool.com,,
05,BURLINGTON,0840,CINNAMINSON TWP,PK-12,STEPHEN CAPPELLO,2195 RIVERTON ROAD,CINNAMINSON NJ 08077-3729,(856)829-7600 Ext. 2102,CAPPELLOS@CINNAMINSON.COM,http://www.cinnaminson.com,https://facebook.com/CinnaminsonSchools/,https://twitter.com/CinnaminsonBOE
05,BURLINGTON,1030,DELANCO TWP,KG-08,MR. MERSINGER,1301 BURLINGTON AVENUE,DELANCO NJ 08075,(856)461-1905,JMERSINGER@DELANCO.COM,http://www.delanco.com,https://www.facebook.com/pg/WSMS-Word-371885463255966/posts/,https://twitter.com/delancodragons?lang=en
05,BURLINGTON,1060,DELRAN TWP,PK-12,DR. BROTSCHUL,52 HARTFORD ROAD,DELRAN NJ 08075,(856)461-6800 Ext. 1002,BBROTSCHUL@DELRANSCHOOLS.ORG,http://delranschools.org,,
05,BURLINGTON,1250,EASTAMPTON TWP,KG-08,MR. DUCKETT III,1 STUDENT DRIVE,EASTAMPTON NJ 08060-5411,(609)267-9172 Ext. 111,ADUCKETT@ETSDNJ.US,https://www.etsdnj.us,https://www.facebook.com/ECSGoldenKnights/,https://twitter.com/EastamptonSD
05,BURLINGTON,1280,EDGEWATER PARK TWP,PK-08,DR. RAKSZAWSKI,25 WASHINGTON AVENUE,EDGEWATER PARK NJ 08010,(609)877-2124 Ext. 3003,RRAKSZAWSKI@EDGEWATERPARKSD.ORG,https://www.edgewaterparksd.org,https://www.facebook.com/EPTSD/,https://twitter.com/EParkSD
05,BURLINGTON,1420,EVESHAM TWP,PK-08,MR. SCAVELLI JR,25 S. MAPLE AVENUE,MARLTON NJ 08053,(856)983-1800 Ext. 5012,SCAVELLIJ@EVESHAM.K12.NJ.US,https://www.evesham.k12.nj.us,https://www.facebook.com/pages/Evesham-Township-School-District/165948526939773,
05,BURLINGTON,1520,FLORENCE TWP,PK-12,MRS. AMBROSIUS,201 CEDAR STREET,FLORENCE NJ 08518,(609)499-4600,DAMBROSIUS@FLORENCE.K12.NJ.US,https://www.florence.k12.nj.us,https://www.facebook.com/Florence-Twp-School-District-880107555362017/,https://twitter.com/FTSD_
05,BURLINGTON,1910,HAINESPORT TWP,PK-08,MR. CORN,211 BROAD ST.,HAINESPORT NJ 08036,(609)265-8050 Ext. 207,JCORN@HAINESPORT.K12.NJ.US,http://www.hainesport.k12.nj.us,https://www.facebook.com/hainesport-School-346702942442,https://twitter.com/HainesportSD
05,BURLINGTON,2610,LENAPE REGIONAL,09-12,DR. BIRNBOHM,93 WILLOW GROVE ROAD,SHAMONG NJ 08088,(609)268-2000 Ext. 5546,CBIRNBOHM@LRHSD.ORG,https://www.lrhsd.org,https://www.facebook.com/LRHSDHighlights,https://twitter.com/LRHSDstatus
05,BURLINGTON,2850,LUMBERTON TWP,PK-08,JOSEPH LANGOWSKI,33 MUNICIPAL DRIVE,LUMBERTON NJ 08048,(609)265-7709 Ext. 6614,JLANGOWSKI@LUMBERTON.K12.NJ.US,https://www.lumberton.k12.nj.us,https://www.facebook.com/lumberton.schools/,https://twitter.com/lumbertonsuper?lang=en
05,BURLINGTON,2960,MANSFIELD TWP,PK-06,TIFFANY MOUTIS,200 MANSFIED ROAD EAST,COLUMBUS NJ 08022,(609)298-2037 Ext. 2000,TMOUTIS@MANSFIELDSCHOOL.COM,https://www.mansfieldschool.com/,https://www.facebook.com/Mansfield-Township-School-District,https://twitter.com/@MTSDmtes_jhes
05,BURLINGTON,3010,MAPLE SHADE TWP,PK-12,MRS. NORCIA,170 FREDERICK AVENUE,MAPLE SHADE NJ 08052,(856)779-1750 Ext. 5206,BNORCIA@MSEMAIL.ORG,https://www.mapleshade.org/,https://www.facebook.com/MapleShadeSchools/,https://twitter.com/MS_Schools
05,BURLINGTON,3070,MEDFORD LAKES BORO,PK-08,MR. DENT,44 NEETA TRAIL,MEDFORD LAKES NJ 08055,(609)654-5155 Ext. 200,ADENT@MEDFORD-LAKES.K12.NJ.US,https://www.medford-lakes.k12.nj.us,https://www.facebook.com/MedfordLakesSchoolDistrict,
05,BURLINGTON,3080,MEDFORD TWP,PK-08,DR. DEL ROSSI,137 HARTFORD ROAD,MEDFORD NJ 08055-2371,(609)654-6416,JDELROSSI@MEDFORD.K12.NJ.US,  https://www.medford.k12.nj.us,https://facebook.com/MedfordTownshipPublicSchools/,
05,BURLINGTON,3360,MOORESTOWN TWP,PK-12,DR. MCCARTNEY,803 NORTH STANWICK ROAD,MOORESTOWN NJ 08057,(856)778-6600 Ext. 18001,SMCCARTNEY@MTPS.COM,http://www.mtps.com,https://www.facebook.com/Moorestown-Township-Public-Schools-917703535009798/,
05,BURLINGTON,3430,MOUNT HOLLY TWP,PK-08,MR. DIDONATO,331 LEVIS DRIVE,MT. HOLLY NJ 08060,(609)267-7108,JDIDONATO@MTHOLLY.K12.NJ.US,https://www.mtholly.k12.nj.us,,https://twitter.com/mthollyschools
05,BURLINGTON,3440,MOUNT LAUREL TWP,PK-08,MR. RAFFERTY,330 MOUNT LAUREL ROAD,MOUNT LAUREL NJ 08075,(856)235-3387 Ext. 3015,GRAFFERTY@MTLAURELSCHOOLS.ORG,http://www.mtlaurelschools.org,https://www.facebook.com/mlschools/,https://twitter.com/MTL_Super
05,BURLINGTON,3540,NEW HANOVER TWP,PK-08,DR. WIENER,122 FORT DIX STREET,WRIGHTSTOWN NJ 08562,(609)723-2139 Ext. 114,RWIENER@NEWHANOVER.K12.NJ.US,https://newhanover.k12.nj.us,,
05,BURLINGTON,3650,NORTH HANOVER TWP,PK-06,MRS. PAYNE,331 MONMOUTH ROAD,WRIGHTSTOWN NJ 08562-2127,(609)738-2600,HPAYNE@NHANOVER.COM,http://www.nhanover.com,https://www.facebook.com/North-Hanover-Township-School-District-1643538702575478/,
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,07-12,DR. SARRUDA,160 MANSFIELD ROAD EAST,COLUMBUS NJ 08022,(609)298-3900 Ext. 2006,JSARRUDA@NBURLINGTON.COM,http://www.nburlington.com,https://www.facebook.com/Northern-Burlington-County-Regional-School-District-726696484130808/,https://twitter.com/@nbcsuper
05,BURLINGTON,3920,PALMYRA BORO,PK-12,BRIAN MCBRIDE,301 DELAWARE AVENUE,PALMYRA NJ 08065,(856)786-9300,BMCBRIDE@PALMYRA.K12.NJ.US,https://www.palmyraschools.com,https://www.facebook.com/palmyraproud/,https://twitter.com/palmyraproud
05,BURLINGTON,4050,PEMBERTON TWP,PK-12,TONY TRONGONE,1 EGBERT ST.,PEMBERTON NJ 08068,(609)893-8141 Ext. 1003,TTRONGONE@PEMB.ORG,https://pemberton.k12.nj.us,https://www.facebook.com/PembertonSchools/,https://twitter.com/PembertonSchool
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,09-12,DR. HEILIG,520 JACKSONVILLE ROAD,MOUNT HOLLY NJ 08060,(609)267-0830 Ext. 3206,CHEILIG@RVRHS.COM,https://rvrhs.com,https://www.facebook.com/rvhsnj,https://twitter.com/RVRHS1
05,BURLINGTON,4450,RIVERSIDE TWP,PK-12,MS. EHRICH,112 EAST WASHINGTON STREET,RIVERSIDE NJ 08075,(856)461-1255 Ext. 1111,REHRICH@RIVERSIDE.K12.NJ.US,http://www.riverside.k12.nj.us,,
05,BURLINGTON,4460,RIVERTON,PK-08,MARY ELLEN ECK,600 FIFTH STREET,RIVERTON NJ 08077,(856)829-0087,MECK@RIVERTON.K12.NJ.US,http://www.riverton.k12.nj.us,,
05,BURLINGTON,4740,SHAMONG TWP,PK-08,DR. VESPE,295 INDIAN MILLS ROAD,SHAMONG NJ 08088,(609)268-0120,CVESPE@SHAMONGSCHOOLS.ORG,http://www.shamongschools.org,,https://twitter.com/CMVespe
05,BURLINGTON,4930,SOUTHAMPTON TWP,PK-08,MR. HARRIS,BETTY L. WRIGHT ADMINISTRATION BUILDING,SOUTHAMPTON NJ 08088-8874,(609)859-2256 Ext. 127,MICHAEL@SOUTHAMPTON.K12.NJ.US,https://www.southampton.k12.nj.us/,https://www.facebook.com/southamptontownshipschooldistrict/,
05,BURLINGTON,5010,SPRINGFIELD TWP,PK-06,MR. VAUGHN,2146 JACKSONVILLE-JOBSTOWN RD,JOBSTOWN NJ 08041,(609)723-2479 Ext. 104,CVAUGHN@SPRINGFIELDSCHOOL.ORG,http://www.springfieldschool.org,http://www.facebook.com/springfieldelementary,http://twitter.com/springfielddist
05,BURLINGTON,5130,TABERNACLE TWP,PK-08,MR. ROBBINS,132 NEW ROAD,TABERNACLE NJ 08088,(609)268-0153 Ext. 1011,ROBBINSG@TABSCHOOLS.ORG,https://www.tabschools.org/,https://www.facebook.com/search/top/?q=tabernacle%20public%20schools,https://twitter.com/tabschools
05,BURLINGTON,5720,WESTAMPTON,PK-08,DR. PETRUZZELLI,700 RANCOCAS ROAD,WESTAMPTON NJ 08060,(609)267-2053 Ext. 1505,APETRUZZELLI@WESTAMPTONSCHOOLS.ORG,https://www.westamptonschools.org/Domain/8,,
05,BURLINGTON,5805,WILLINGBORO TWP,PK-12,DR. TAYLOR,440 BEVERLY RANCOCAS ROAD,WILLINGBORO NJ 08046,(609)835-8600 Ext. 1013,RTAYLOR@WBOE.NET,https://www.willingboroschools.org/,,
05,BURLINGTON,5890,WOODLAND TWP,PK-08,MRS. WEISS,2 JOHN BOWKER JR. BLVD.,CHATSWORTH NJ 08019,(609)726-1230,MWEISS@WOODLANDBOE.ORG,http://www.woodlandboe.org,https://www.facebook.com/ChatsworthElementarySchool/,
07,CAMDEN,0150,AUDUBON BORO,PK-12,MR. DAVIS,350 EDGEWOOD AVENUE,AUDUBON NJ 08106,(856)547-1325,APDAVIS@AUDUBONSCHOOLS.ORG,http://www.audubonschools.org,,
07,CAMDEN,0190,BARRINGTON BORO,PK-08,MR. ARCODIA,311 READING AVENUE,BARRINGTON NJ 08007,(856)547-8467,AARCODIA@BARRINGTONSCHOOLS.NET,http://www.barringtonschools.net,https://www.facebook.com/barringtonboe,https://twitter.com/barringtonboe
07,CAMDEN,0260,BELLMAWR BORO,PK-08,MS. CASTIGLIONE,256 ANDERSON AVE,BELLMAWR NJ 08031,(856)931-3620 Ext. 1315,ACASTIGLIONE@BELLMAWRSCHOOLS.ORG,http://www.bellmawrschools.org,,
07,CAMDEN,0330,BERLIN BORO,PK-08,DR. CAMPISI,215 SOUTH FRANKLIN AVENUE,BERLIN NJ 08009,(856)767-0129,CAMPISIJ@BCSBERLIN.ORG,http://www.bcsberlin.org,https://www.facebook.com/bcsberlinlions/,https://twitter.com/BCSLions1
07,CAMDEN,0340,BERLIN TWP,PK-08,DR. AUSTERMUHL,225 GROVE AVENUE,WEST BERLIN NJ 08091,(856)767-9480,EAUSTERMUHL@BTWPSCHOOLS.ORG,https://www.btwpschools.org,,https://twitter.com/btwp_schools?ref_src=twsrc%5Etfw
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,09-12,DR. REPICI,580 ERIAL ROAD,BLACKWOOD NJ 08012,(856)227-4106 Ext. 8001,BREPICI@BHPRSD.ORG,http://www.bhprsd.org,https://www.facebook.com/bhprsd/,
07,CAMDEN,0580,BROOKLAWN BORO,PK-08,DR. ROSETTI,301 HAAKON ROAD,BROOKLAWN NJ 08030,(856)456-4039,SROSETTI@ALICECOSTELLO.COM,http://www.alicecostello.com,https://www.facebook.com/AliceCostelloElementarySchool,
07,CAMDEN,0680,CAMDEN CITY,PK-12,MRS. MCCOMBS,1033 CAMBRIDGE STREET,CAMDEN NJ 08105,(856)966-2040,KMCCOMBS@CAMDEN.K12.NJ.US,http://www.camden.k12.nj.us/,https://www.facebook.com/CamdenPublicSchools,https://twitter.com/CamdenSchools
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,09-12,PATRICIA FITZGERALD,343 BERLIN CROSS KEYS ROAD,SICKLERVILLE NJ 08081,(856)767-7000 Ext. 5401,PFITZGERALD@CCTS.NET,http://www.ccts.org,https://www.facebook.com/CamdenCountyTech/,https://twitter.com/CCTSNJ
07,CAMDEN,0800,CHERRY HILL TWP,PK-12,DR. MELOCHE,45 RANOLDO TERRACE,CHERRY HILL NJ 08034-0391,(856)429-5600 Ext. 4309,JMELOCHE@CHCLC.ORG,https://www.chclc.org/,https://www.facebook.com/Cherry-Hill-Public-Schools-480412008679663/,https://twitter.com/ChpsTweets
07,CAMDEN,0880,CLEMENTON BORO,PK-08,MRS. HAINES,4 AUDUBON AVENUE,CLEMENTON NJ 08021,(856)783-2300 Ext. 1014,HAINESK@CLEMENTON.K12.NJ.US,http://www.clementon.k12.nj.us,,https://twitter.com/bulldogs_ces
07,CAMDEN,0940,COLLINGSWOOD BORO,PK-12,DR. OSWALD,200 LEES AVENUE,COLLINGSWOOD NJ 08108,(856)962-5700 Ext. 1002,SOSWALD@COLLSK12.ORG,http://www.collsk12.org, ,https://twitter.com/@collsschools
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,09-12,DR. MELLEBY,1202 LAUREL OAK ROAD,VOORHEES NJ 08043,(856)346-6730 Ext. 2111,HMELLEBY@ECCRSD.US,http://www.eccrsd.us,,https://twitter.com@eccrsd.us
07,CAMDEN,1720,GIBBSBORO BORO,PK-08,MR. MARCELLUS,37 KIRKWOOD RD.,GIBBSBORO NJ 08026,(856)783-1140 Ext. 303,JMARCELLUS@GIBBSBOROSCHOOL.ORG,https://www.gibbsboroschool.org,https://m.facebook.com/gibbyschool/,
07,CAMDEN,1770,GLOUCESTER CITY,PK-12,DR. VESPE,520 CUMBERLAND STREET,GLOUCESTER CITY NJ 08030,(856)456-7000 Ext. 2166,DVESPE@GCSD.K12.NJ.US,http://www.gcsd.k12.nj.us/,https://www.facebook.com/mightygloucesterlions/,
07,CAMDEN,1780,GLOUCESTER TWP,PK-08,MR. BILODEAU,17 ERIAL ROAD,BLACKWOOD NJ 08012,(856)227-1400 Ext. 2001,JBILODEAU@GLOUCESTERTOWNSHIPSCHOOLS.ORG,http://www.gloucestertownshipschools.org,,
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",KG-08,MRS. BELCHER,525 CLINTON STREET,CAMDEN NJ 08103,(973)622-0905,JBELCHER@KIPPNJ.ORG,http://www.kippnj.org,https://www.facebook.com/KIPPNJ/,https://twitter.com/KIPPNJ
07,CAMDEN,1801,"CAMDEN PREP, INC.",KG-06,MS. LEGER,1575 MT EPHRAIM AVE,CAMDEN NJ 08104,(973)642-0101,CLEGER@NORTHSTARACADEMY.ORG,http://camdenprep.uncommonschools.org/,https://www.facebook.com/camdenprep/    ,
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",KG-10,SCOTT GORDON,1001 NORTH 17TH STREET,CAMDEN NJ 08105,(215)866-9000 Ext. 1056,SCOTT.GORDON@MASTERYNJ.ORG,http://www.masterycharter.org,https://www.facebook.com/masteryschoolsofcamden/,https://twitter.com/masterycharter
07,CAMDEN,1880,HADDON HEIGHTS BORO,PK-12,MR. ADAMS,316-A SEVENTH AVE,HADDON HEIGHTS NJ 08035,(856)547-1412 Ext. 1204,KITCHMIRER@HHSD.K12.NJ.US,http://www.hhsd.k12.nj.us/,,
07,CAMDEN,1890,HADDON TWP,PK-12,MS. EDWARDS,500 RHOADS AVENUE,WESTMONT NJ 08108-3398,(856)869-7700,BEDWARDS@HADDONTWPSCHOOLS.COM,http://haddontwpschools.com,,http://twitter.com/_htsd
07,CAMDEN,1900,HADDONFIELD BORO,PK-12,MR. MUSSOLINE,1 LINCOLN AVENUE,HADDONFIELD NJ 08033,(856)429-7510,LMUSSOLINE@HADDONFIELD.K12.NJ.US,https://haddonfieldschools.org/,https://www.facebook.com/HaddonfieldSchoolDistrict/,https://twitter.com/HaddonSchools
07,CAMDEN,2540,LAUREL SPRINGS BORO,PK-06,MR. ATTANASI,623 GRAND AVE.,LAUREL SPRINGS NJ 08021,(856)783-1086,ATTANASIT@STRATFORD.K12.NJ.US,http://www.laurelspringschool.org/,,https://twitter.com/LaurelSprngSchl
07,CAMDEN,2560,LAWNSIDE BORO,PK-08,RONN JOHNSON,426   EAST CHARLESTON AVENUE,LAWNSIDE NJ 08045-1404,(856)546-4851,RONNJOHNSON@LAWNSIDE.K12.NJ.US,,,
07,CAMDEN,2670,LINDENWOLD BORO,PK-12,DR. MOORE,801 EGG HARBOR ROAD,LINDENWOLD NJ 08021,(856)784-4071,LMOORE@LINDENWOLD.K12.NJ.US,http://www.lindenwold.k12.nj.us/,,
07,CAMDEN,2890,MAGNOLIA BORO,PK-08,MRS. MACPHERSON,420 N. WARWICK RD,MAGNOLIA NJ 08049-1399,(856)783-4763 Ext. 825,KMACPHERSON@MAGNOLIASCHOOLS.ORG,http://www.magnoliaschools.org,,
07,CAMDEN,3110,MERCHANTVILLE BORO,PK-08,MR. STRONG,130 S. CENTRE STREET,MERCHANTVILLE NJ 08109,(856)663-1091,STRONG@MERCHANTVILLE.K12.NJ.US,https://merchantvilleschool.org/,https://www.facebook.com/merchantvilleschool,
07,CAMDEN,3420,MOUNT EPHRAIM BORO,PK-08,MS. KOLLER,225 W. KINGS HIGHWAY,MT. EPHRAIM NJ 08059,(856)931-7807 Ext. 208,LKOLLER@MTEPHRAIMSCHOOLS.COM,,,
07,CAMDEN,3770,OAKLYN BORO,PK-09,DR. OSWALD,136 KENDALL BLVD.,OAKLYN NJ 08107,(856)962-5700 Ext. 1002,SOSWALD@COLLSK12.ORG,https://www.oaklynschool.org,https://www.facebook.com/Oaklyn-Public-School-298975230204755/,https://twitter.com/OaklynSchool
07,CAMDEN,4060,PENNSAUKEN TWP,PK-12,DR. TARCHICHI,1695 HYLTON ROAD,PENNSAUKEN NJ 08110,(856)662-8505 Ext. 6502,RONNIE.TARCHICHI@PENNSAUKEN.NET,https://www.pennsauken.net,https://www.facebook.com/PennsaukenSchools/,https://twitter.com/pennsaukenedu?lang=en
07,CAMDEN,4110,PINE HILL BORO,PK-12,DR. KOCZUR,1003 TURNERVILLE ROAD,PINE HILL NJ 08021,(856)783-6900 Ext. 1114,KKOCZUR@PINEHILLSCHOOLS.ORG,http://www.pinehill.k12.nj.us/,,
07,CAMDEN,4590,RUNNEMEDE BORO,PK-08,MR. IANNUCCI,505 W. THIRD AVENUE,RUNNEMEDE NJ 08078,(856)931-5353 Ext. 213,MIANNUCCI@RUNNEMEDESCHOOLS.ORG,Https://Www.runnemedeschools.org,,
07,CAMDEN,4790,SOMERDALE BORO,PK-08,MR. PEASE,301 GRACE STREET,SOMERDALE NJ 08083,(856)783-2931 Ext. 801,MPEASE@SOMERDALE-PARK.ORG,https://somerdale-park.org/,,http://@SomerdalePark
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,09-12,MR. NAPOLEON,501 S. WARWICK RD.,SOMERDALE NJ 08083-2175,(856)882-1186,MNAPOLEON@STERLING.K12.NJ.US,http://www.sterling.k12.nj.us/,,https://twitter.com/KnightPrincipal
07,CAMDEN,5080,STRATFORD BORO,PK-08,MR. ATTANASI,111 WARWICK ROAD,STRATFORD NJ 08084,(856)783-2555,ATTANASIT@STRATFORD.K12.NJ.US,https://stratford.k12.nj.us/,,
07,CAMDEN,5400,VOORHEES TWP,PK-08,DR. GALASSO,329 RT. 73,VOORHEES NJ 08043,(856)751-8446 Ext. 6122,GALASSO@VOORHEES.K12.NJ.US,https://www.voorhees.k12.nj.us/,https://www.facebook.com/voorheestwppublicschools,
07,CAMDEN,5560,WATERFORD TWP,PK-06,DR. HARRING,1106 OLD WHITE HORSE PIKE,WATERFORD NJ 08089,(856)767-4200 Ext. 2012,BHARRING@WTSD.ORG,http://www.wtsd.org/,https://www.facebook.com/WTSDschool/,https://twitter.com/wt_schools
07,CAMDEN,5820,WINSLOW TWP,PK-12,DR. POTEAT,40 COOPER FOLLY RD,ATCO NJ 08004,(856)767-2850,POTEATHE@WINSLOW-SCHOOLS.COM,http://www.winslow-schools.com/,https://www.facebook.com/winslowschools,
07,CAMDEN,5900,WOODLYNNE BORO,PK-08,MRS. WALTERS,131 ELM AVENUE,WOODLYNNE NJ 08107,(856)962-8822,JWALTERS@WOODLYNNE.K12.NJ.US,https://woodlynne.k12.nj.us,,https://twitter.com/WoodlynneSchool
09,CAPE MAY,0170,AVALON BORO,PK-08,MRS. LAROCCA TRACY,235 32ND STREET,AVALON NJ 08202-1770,(609)967-7544 Ext. 3504,TRACY@AVESNJ.ORG,https://www.avalonstoneharborschools.org/,https://www.facebook.com/avshschools/,
09,CAPE MAY,0710,CAPE MAY CITY,PK-06,MRS. ZELENAK,921 LAFAYETTE STREET,CAPE MAY NJ 08204,(609)884-8485,VZELENAK@CMCBOE.ORG,https://www.cmcboe.org,https://www.facebook.com/cmelementary/,https://twitter.com/CMElementarySch
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,PK-12,DR. HUDANICH,148 CREST HAVEN ROAD,CAPE MAY COURT HOUSE NJ 08210,(609)380-0200 Ext. 605,NHUDANICH@CAPEMAYTECH.COM,https://www.cmcspecialservices.org,https://www.facebook.com/cmcsssd/,https://twitter.com/cmcsssd
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,09-12,DR. HUDANICH,188 CREST HAVEN ROAD,CAPE MAY COURT HOUSE NJ 08210,(609)380-0200 Ext. 605,NHUDANICH@CAPEMAYTECH.COM,http://www.capemaytech.com,,
09,CAPE MAY,1080,DENNIS TWP,PK-08,MR. MILLER,601 HAGAN ROAD,CLERMONT NJ 08210,(609)861-2821 Ext. 118,MMILLER@DTSCHOOLS.ORG,http://www.dtschools.org,http://www.facebook.com/supportdtschools/,http://www.twitter.com/dtschools
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,07-12,MR. KOBIK,687 RT 9,CAPE MAY NJ 08204,(609)884-3475 Ext. 204,KOBIKC@LCMRSCHOOLS.COM,https://www.lcmrschooldistrict.com,https://facebook.com/lowercapemay,https://twitter.com/lowercapemay
09,CAPE MAY,2840,LOWER TWP,PK-06,MR. SAMANIEGO,905 SEASHORE ROAD,CAPE MAY NJ 08204-4650,(609)884-9400 Ext. 2603,JSAMANIEGO@LOWERTWPSCHOOLS.COM,https://www.lowertwpschools.com,https://www.facebook.com/sandmanconsolidated,https://twitter.com/lowertwpschools
09,CAPE MAY,3130,MIDDLE TWP,PK-12,DR. SALVO,216 SOUTH MAIN STREET,CAPE MAY COURT HOUSE NJ 08210,(609)465-1800 Ext. 3112,SALVOD@MIDDLETWP.K12.NJ.US,http://www.middletwp.k12.nj.us/,,https://twitter.com/super_salvo_
09,CAPE MAY,3680,NORTH WILDWOOD CITY,PK-08,MR. ARMSTRONG,1201 ATLANTIC AVENUE,NORTH WILDWOOD NJ 08260,(609)522-6885,CARMSTRONG@MMACE.COM,http://www.mmace.com,,https://twitter.com@MargaretMaceNW
09,CAPE MAY,3780,OCEAN CITY,PK-12,KATHLEEN TAYLOR,501 ATLANTIC AVENUE,OCEAN CITY NJ 08226,(609)399-5150,KTAYLOR@OCSDNJ.ORG,https://oceancityschools.org/,https://www.facebook.com/oceancityschools,https://twitter.com/ocnjschools
09,CAPE MAY,5060,STONE HARBOR BORO,KG-04,MRS. LAROCCA TRACY,275 93RD STREET,STONE HARBOR NJ 08247,(609)368-4413,TRACY@SHESNJ.ORG,http://www.avalonstoneharborschools.org,http://www.AvalonStoneHarborSchools.org,
09,CAPE MAY,5340,UPPER TWP,PK-08,MR. PALMIERI JR,525 PERRY ROAD,PETERSBURG NJ 08270,(609)628-3500 Ext. 2225,PALMIERI@UPPERSCHOOLS.ORG,https://www.upperschools.org,https://www.facebook.com/upperschools/,https://twitter.com/utsdnews?scrlybrkr=208607af
09,CAPE MAY,5610,WEST CAPE MAY BORO,PK-06,MR. GARGUILO,301 MOORE STREET,WEST CAPE MAY NJ 08204-1199,(609)884-4614,RGARGUILO@WCM.CAPEMAYSCHOOLS.COM,https://wcm.capemayschools.com/,,https://twitter.co/mayelementary
09,CAPE MAY,5790,WILDWOOD CITY,PK-12,KENYON KUMMINGS,4300 PACIFIC AVENUE,WILDWOOD NJ 08260,(609)522-4157,JKUMMINGS@WWSCHOOLS.ORG,http://www.wwschools.org,https://www.facebook.com/wildwoodpublicschooldistrict/,https://twitter.com/wildwoodpsd
09,CAPE MAY,5800,WILDWOOD CREST BORO,PK-08,MR. DELCONTE,9100 PACIFIC AVENUE,WILDWOOD CREST NJ 08260,(609)729-3760,DDELCONTE@CRESTMEM.EDU,https://crestmemorialschool.edu,https://www.facebook.com/crest.memorial,
09,CAPE MAY,5840,WOODBINE BORO,PK-08,MR. DEVICO,801 WEBSTER ST.,WOODBINE NJ 08270,(609)861-5174,ADEVICO@WOODBINE.CAPEMAYSCHOOLS.COM,http://www.woodbineschool.com,,
11,CUMBERLAND,0540,BRIDGETON CITY,PK-12,DR. JONES,41 BANK STREET,BRIDGETON NJ 08302,(856)455-8030 Ext. 2006,TJONES@BRIDGETON.K12.NJ.US,https://www.bridgeton.k12.nj.us,https://www.facebook.com/bridgetonpublicschools,
11,CUMBERLAND,0950,COMMERCIAL TWP,PK-08,MRS. SMITH,1308 NORTH AVENUE,PORT NORRIS NJ 08349,(856)785-0840 Ext. 2149,JEAN.SMITH@COMMERCIALSCHOOLS.ORG,https://www.commercialschools.org,https://www.facebook.com/CTSchools1/,https://twitter.com/CTSchools
